claimId,contractId,accidentDate,declarationDate,developmentMonth,viewDate,paidAmount,caseReserve,incurredAmount,claimType,claimStatus
CLM_2022_00002,MRH_2022_00039,2022-12-24,2022-12-24,22,2024-10-31,1432.94,0.0,1432.94,Incendie,Clôturé
CLM_2022_00002,MRH_2022_00039,2022-12-24,2022-12-24,23,2024-11-30,1432.94,0.0,1432.94,Incendie,Clôturé
CLM_2022_00002,MRH_2022_00039,2022-12-24,2022-12-24,24,2024-12-31,1432.94,0.0,1432.94,Incendie,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,0,2022-09-30,0.0,223.31,223.31,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,1,2022-10-31,19.12,204.35,223.47,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,2,2022-11-30,33.29,190.35,223.64,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,3,2022-12-31,46.04,177.76000000000002,223.8,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,4,2023-01-31,57.96,166.0,223.96,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,5,2023-02-28,69.29,154.82999999999998,224.12,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,6,2023-03-31,80.17,144.11,224.28,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,7,2023-04-30,90.69,133.75,224.44,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,8,2023-05-31,100.91,123.69,224.6,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,9,2023-06-30,110.88,113.88,224.76,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,10,2023-07-31,120.64,104.27999999999999,224.92,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,11,2023-08-31,130.19,94.9,225.09,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,12,2023-09-30,139.58,85.66999999999999,225.25,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,13,2023-10-31,148.81,76.6,225.41,Dégâts des eaux,Ouvert
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,14,2023-11-30,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,15,2023-12-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,16,2024-01-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,17,2024-02-29,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,18,2024-03-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,19,2024-04-30,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,20,2024-05-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,21,2024-06-30,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,22,2024-07-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,23,2024-08-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,24,2024-09-30,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,25,2024-10-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,26,2024-11-30,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00003,MRH_2022_00047,2022-09-17,2022-09-17,27,2024-12-31,225.57,0.0,225.57,Dégâts des eaux,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,0,2022-12-31,0.0,1409.28,1409.28,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,1,2023-01-31,157.93,1252.78,1410.71,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,2,2023-02-28,274.97,1137.16,1412.13,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,3,2023-03-31,380.33,1033.22,1413.55,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,4,2023-04-30,478.75,936.23,1414.98,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,5,2023-05-31,572.32,844.08,1416.4,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,6,2023-06-30,662.19,755.6299999999999,1417.82,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,7,2023-07-31,749.1,670.15,1419.25,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,8,2023-08-31,833.55,587.1200000000001,1420.67,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,9,2023-09-30,915.91,506.17999999999995,1422.09,Incendie,Ouvert
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,10,2023-10-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,11,2023-11-30,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,12,2023-12-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,13,2024-01-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,14,2024-02-29,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,15,2024-03-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,16,2024-04-30,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,17,2024-05-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,18,2024-06-30,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,19,2024-07-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,20,2024-08-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,21,2024-09-30,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,22,2024-10-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,23,2024-11-30,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00004,MRH_2022_00060,2022-12-30,2022-12-30,24,2024-12-31,1423.52,0.0,1423.52,Incendie,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,0,2022-12-31,0.0,199.63,199.63,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,1,2023-01-31,17.09,182.69,199.78,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,2,2023-02-28,29.76,170.16,199.92,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,3,2023-03-31,41.16,158.9,200.06,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,4,2023-04-30,51.81,148.4,200.21,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,5,2023-05-31,61.94,138.41,200.35,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,6,2023-06-30,71.67,128.82999999999998,200.5,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,7,2023-07-31,81.07,119.57,200.64,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,8,2023-08-31,90.21,110.57000000000001,200.78,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,9,2023-09-30,99.13,101.80000000000001,200.93,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,10,2023-10-31,107.84,93.22999999999999,201.07,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,11,2023-11-30,116.39,84.83,201.22,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,12,2023-12-31,124.78,76.58000000000001,201.36,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,13,2024-01-31,133.03,68.47,201.5,Dégâts des eaux,Ouvert
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,14,2024-02-29,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,15,2024-03-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,16,2024-04-30,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,17,2024-05-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,18,2024-06-30,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,19,2024-07-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,20,2024-08-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,21,2024-09-30,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,22,2024-10-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,23,2024-11-30,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00005,MRH_2022_00077,2022-12-20,2022-12-20,24,2024-12-31,201.65,0.0,201.65,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,0,2022-09-30,0.0,141.19,141.19,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,1,2022-10-31,13.68,127.63,141.31,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,2,2022-11-30,23.81,117.62,141.43,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,3,2022-12-31,32.93,108.62,141.55,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,4,2023-01-31,41.45,100.21999999999998,141.67,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,5,2023-02-28,49.56,92.22999999999999,141.79,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,6,2023-03-31,57.34,84.57,141.91,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,7,2023-04-30,64.86,77.16000000000001,142.02,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,8,2023-05-31,72.18,69.95999999999998,142.14,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,9,2023-06-30,79.31,62.94999999999999,142.26,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,10,2023-07-31,86.28,56.099999999999994,142.38,Dégâts des eaux,Ouvert
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,11,2023-08-31,93.12,49.379999999999995,142.5,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,12,2023-09-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,13,2023-10-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,14,2023-11-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,15,2023-12-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,16,2024-01-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,17,2024-02-29,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,18,2024-03-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,19,2024-04-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,20,2024-05-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,21,2024-06-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,22,2024-07-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,23,2024-08-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,24,2024-09-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,25,2024-10-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,26,2024-11-30,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00006,MRH_2022_00085,2022-09-24,2022-09-24,27,2024-12-31,142.62,0.0,142.62,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,0,2022-03-31,0.0,164.25,164.25,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,1,2022-04-30,17.05,147.35,164.4,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,2,2022-05-31,29.69,134.86,164.55,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,3,2022-06-30,41.07,123.63,164.7,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,4,2022-07-31,51.7,113.14999999999999,164.85,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,5,2022-08-31,61.8,103.2,165.0,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,6,2022-09-30,71.51,93.64,165.15,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,7,2022-10-31,80.9,84.4,165.3,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,8,2022-11-30,90.02,75.42999999999999,165.45,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,9,2022-12-31,98.91,66.69,165.6,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,10,2023-01-31,107.61,58.14999999999999,165.76,Dégâts des eaux,Ouvert
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,11,2023-02-28,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,12,2023-03-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,13,2023-04-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,14,2023-05-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,15,2023-06-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,16,2023-07-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,17,2023-08-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,18,2023-09-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,19,2023-10-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,20,2023-11-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,21,2023-12-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,22,2024-01-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,23,2024-02-29,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,24,2024-03-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,25,2024-04-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,26,2024-05-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,27,2024-06-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,28,2024-07-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,29,2024-08-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,30,2024-09-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,31,2024-10-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,32,2024-11-30,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00007,MRH_2022_00086,2022-03-20,2022-03-20,33,2024-12-31,165.91,0.0,165.91,Dégâts des eaux,Clôturé
CLM_2022_00008,MRH_2022_00087,2022-12-16,2022-12-16,0,2022-12-31,0.0,185.99,185.99,Dégâts des eaux,Ouvert
CLM_2022_00008,MRH_2022_00087,2022-12-16,2022-12-16,1,2023-01-31,19.31,166.85,186.16,Dégâts des eaux,Ouvert
CLM_2022_00008,MRH_2022_00087,2022-12-16,2022-12-16,2,2023-02-28,33.63,152.70000000000002,186.33,Dégâts des eaux,Ouvert
CLM_2022_00008,MRH_2022_00087,2022-12-16,2022-12-16,3,2023-03-31,46.51,139.99,186.5,Dégâts des eaux,Ouvert
